Position,Game Name,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
1541,Need for Speed: ProStreet    ,PS2,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,N/A,2.41m,0.69m,0.00m,0.04m,1.68m,13th Nov 07  ,N/A
1542,Tetris Plus    ,PS,Jaleco  ,Atlus Co.  ,N/A  ,N/A  ,N/A  ,N/A,2.40m,2.10m,0.24m,N/A,0.07m,18th Oct 96  ,N/A
1543,Forza Motorsport 5    ,XOne,Microsoft Studios  ,Turn 10 Studios  ,N/A  ,N/A  ,N/A  ,N/A,2.40m,1.28m,0.90m,0.01m,0.21m,22nd Nov 13  ,15th Jan 18
1544,Midnight Club: Los Angeles    ,X360,Rockstar Games  ,Rockstar San Diego  ,N/A  ,8.0  ,N/A  ,N/A,2.40m,1.72m,0.45m,0.01m,0.22m,20th Oct 08  ,N/A
1545,Command & Conquer: Tiberian Sun    ,PC,Westwood Studios  ,Westwood Studios  ,N/A  ,N/A  ,N/A  ,2.40m,N/A,N/A,N/A,N/A,N/A,24th Aug 99  ,N/A
1546,CSI: Crime Scene Investigation    ,Series,Ubisoft  ,369 Interactive  ,N/A  ,N/A  ,N/A  ,2.40m,N/A,N/A,N/A,N/A,N/A,26th Mar 03  ,15th Jul 21
1547,Devil May Cry HD Collection    ,All,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,2.40m,N/A,N/A,N/A,N/A,N/A,22nd Mar 12  ,11th Oct 20
1548,Dino Crisis    ,PS,Capcom  ,Capcom Production Studio 4  ,N/A  ,8.9  ,N/A  ,2.40m,N/A,N/A,N/A,N/A,N/A,31st Aug 99  ,N/A
1549,Final Fantasy V    ,SNES,Square  ,SquareSoft  ,N/A  ,7.5  ,N/A  ,2.40m,N/A,N/A,N/A,N/A,N/A,06th Dec 92  ,N/A
1550,Monster Hunter Freedom 2    ,PSP,Capcom  ,Capcom  ,N/A  ,7.6  ,N/A  ,2.40m,N/A,N/A,N/A,N/A,N/A,29th Aug 07  ,N/A
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1301,Dragon Ball Z: Budokai 2    ,PS2,Atari  ,Dimps Corporation  ,N/A  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,04th Dec 03  ,N/A
1302,Far Cry 2    ,All,Ubisoft  ,Ubisoft Montreal  ,N/A  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,21st Oct 08  ,28th Oct 20
1303,Final Fantasy III    ,SNES,Square  ,SquareSoft  ,N/A  ,9.1  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,20th Oct 94  ,N/A
1304,Metroid Dread    ,NS,Nintendo  ,Nintendo  ,9.0  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,08th Oct 21  ,15th Jun 21
1305,Miitopia    ,All,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,28th Jul 17  ,05th Aug 21
1306,Nioh    ,PS4,Sony Interactive Entertainment  ,Team Ninja  ,N/A  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,07th Feb 17  ,05th Aug 20
1307,WWE SmackDown! vs. Raw 2006    ,All,THQ  ,THQ  ,N/A  ,N/A  ,N/A  ,2.90m,N/A,N/A,N/A,N/A,N/A,14th Nov 05  ,24th Oct 20
1308,Mortal Kombat (2011)    ,PS3,Warner Bros. Interactive Entertainment  ,NetherRealm Studios  ,8.5  ,8.5  ,N/A  ,N/A,2.90m,1.98m,0.54m,N/A,0.38m,19th Apr 11  ,06th Jan 18
1309,Sega Superstars Tennis    ,X360,Sega  ,Sumo Digital  ,N/A  ,6.9  ,N/A  ,N/A,2.89m,1.75m,0.86m,N/A,0.28m,18th Mar 08  ,N/A
1310,Cooking Mama: Cook Off    ,Wii,Majesco  ,Office Create  ,N/A  ,5.9  ,N/A  ,N/A,2.89m,1.41m,1.12m,0.05m,0.30m,20th Mar 07  ,N/A
1311,Hot Shots Golf 3    ,PS2,Sony Computer Entertainment  ,Clap Hanz  ,N/A  ,N/A  ,N/A  ,N/A,2.89m,0.99m,0.32m,1.38m,0.20m,11th Mar 02  ,N/A
1312,Call of Duty: Finest Hour    ,PS2,Activision  ,Spark Unlimited  ,N/A  ,N/A  ,N/A  ,N/A,2.89m,1.51m,1.12m,0.01m,0.24m,16th Nov 04  ,N/A
1313,Syphon Filter    ,PS,989 Studios  ,Eidetic  ,N/A  ,9.2  ,N/A  ,N/A,2.88m,2.03m,0.72m,0.02m,0.11m,31st Jan 99  ,N/A
1314,Middle-Earth: Shadow of Mordor    ,PS4,Warner Bros. Interactive Entertainment  ,Monolith Productions  ,9.0  ,N/A  ,N/A  ,2.88m,N/A,N/A,N/A,N/A,N/A,30th Sep 14  ,04th May 18
1315,Tales of Vesperia    ,All,Namco Bandai Games  ,Namco Tales Studio  ,N/A  ,N/A  ,N/A  ,2.88m,N/A,N/A,N/A,N/A,N/A,26th Aug 08  ,11th Nov 20
1316,Final Fantasy V    ,All,Square  ,Square  ,N/A  ,N/A  ,N/A  ,2.88m,N/A,N/A,N/A,N/A,N/A,06th Dec 92  ,19th Oct 20
1317,Imagine: Babyz    ,DS,Ubisoft  ,Visual Impact  ,N/A  ,3.5  ,N/A  ,N/A,2.87m,1.30m,1.26m,N/A,0.31m,23rd Oct 07  ,N/A
1318,Mafia III    ,PS4,2K Games  ,Hangar 13  ,N/A  ,6.9  ,N/A  ,N/A,2.87m,0.72m,1.67m,0.04m,0.44m,07th Oct 16  ,02nd Apr 18
1319,Subnautica    ,PC,Unknown Worlds Entertainment  ,Unknown Worlds Entertainment  ,4.0  ,N/A  ,N/A  ,2.87m,N/A,N/A,N/A,N/A,N/A,23rd Jan 18  ,14th Feb 18
1320,Colin McRae Rally    ,PS,Sony Computer Entertainment  ,Codemasters  ,N/A  ,7.9  ,N/A  ,N/A,2.87m,0.09m,2.43m,0.12m,0.22m,31st Jan 00  ,N/A
1321,Wii Music    ,Wii,Nintendo  ,Nintendo EAD  ,N/A  ,5.6  ,N/A  ,2.86m,N/A,N/A,N/A,N/A,N/A,20th Oct 08  ,31st May 18
1322,The Elder Scrolls III: Morrowind    ,XB,Bethesda Softworks  ,Bethesda Softworks  ,N/A  ,8.2  ,N/A  ,N/A,2.86m,2.09m,0.63m,0.03m,0.11m,06th Jun 02  ,N/A
1323,Prison Architect    ,PC,Introversion Software  ,Introversion Software  ,N/A  ,N/A  ,N/A  ,2.86m,N/A,N/A,N/A,N/A,N/A,06th Oct 15  ,18th Aug 18
1324,Assassin's Creed: Brotherhood    ,PS3,Ubisoft  ,Ubisoft Montreal  ,8.8  ,9.1  ,N/A  ,N/A,2.85m,1.87m,0.57m,0.11m,0.30m,16th Nov 10  ,N/A
1325,F-Zero    ,SNES,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,2.85m,N/A,N/A,N/A,N/A,N/A,13th Aug 91  ,N/A
1326,Top Gun    ,Series,Ocean Software  ,Ocean Software  ,N/A  ,N/A  ,N/A  ,2.85m,N/A,N/A,N/A,N/A,N/A,01st Dec 86  ,21st Sep 22
1327,Yoshi's Story    ,N64,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,2.85m,N/A,N/A,N/A,N/A,N/A,01st Mar 98  ,N/A
1328,The Walking Dead: A Telltale Games Series    ,PC,Telltale Games  ,Telltale Games  ,N/A  ,N/A  ,N/A  ,2.85m,N/A,N/A,N/A,N/A,N/A,11th Dec 12  ,10th May 18
1329,Superhot    ,Series,SUPERHOT Team  ,SUPERHOT Team  ,N/A  ,N/A  ,N/A  ,2.84m,N/A,N/A,N/A,N/A,N/A,25th Feb 16  ,19th May 20
1330,Metroid Prime    ,GC,Nintendo  ,Retro Studios  ,9.3  ,9.6  ,9.5  ,2.84m,N/A,N/A,N/A,N/A,N/A,17th Nov 02  ,N/A
1331,Zumba Fitness 2    ,Wii,Majesco  ,"Pipeworks Software, Inc.  ",N/A  ,N/A  ,N/A  ,N/A,2.83m,1.52m,1.05m,N/A,0.26m,15th Nov 11  ,N/A
1332,Madden NFL 10    ,X360,EA Sports  ,EA Tiburon  ,8.6  ,8.6  ,N/A  ,N/A,2.83m,2.52m,0.09m,N/A,0.22m,14th Aug 09  ,N/A
1333,BioShock    ,X360,2K Games  ,2K Australia / 2K Boston  ,9.3  ,9.6  ,9.5  ,N/A,2.83m,1.65m,0.85m,0.05m,0.28m,21st Aug 07  ,N/A
1334,Ni no Kuni    ,Series,Namco Bandai Games  ,Level 5  ,N/A  ,N/A  ,N/A  ,2.83m,N/A,N/A,N/A,N/A,N/A,22nd Jan 13  ,06th Feb 20
1335,Yoshi's Island: Super Mario Advance 3    ,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,N/A  ,N/A  ,2.83m,N/A,N/A,N/A,N/A,N/A,24th Sep 02  ,N/A
1336,WWE SmackDown! vs. Raw    ,PS2,THQ  ,Yuke's  ,N/A  ,N/A  ,N/A  ,N/A,2.83m,1.32m,1.08m,0.04m,0.39m,02nd Nov 04  ,N/A
1337,Finding Nemo    ,GBA,THQ  ,Vicarious Visions  ,N/A  ,7.0  ,N/A  ,N/A,2.82m,1.59m,1.05m,0.04m,0.14m,10th May 03  ,N/A
1338,Medal of Honor    ,PS3,Electronic Arts  ,EA Los Angeles  ,N/A  ,7.0  ,N/A  ,N/A,2.82m,1.28m,1.04m,0.07m,0.43m,12th Oct 10  ,N/A
1339,Diablo III: Ultimate Evil Edition    ,PS4,Blizzard Entertainment  ,Blizzard Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,2.82m,0.83m,1.48m,0.08m,0.44m,19th Aug 14  ,25th Mar 19
1340,Kane & Lynch    ,Series,Eidos Interactive  ,IO Interactive  ,N/A  ,N/A  ,N/A  ,2.82m,N/A,N/A,N/A,N/A,N/A,13th Nov 07  ,18th Oct 20
1341,The Legend of Zelda: A Link to the Past    ,GBA,Nintendo  ,"Flagship Co., Ltd. / Nintendo EAD  ",N/A  ,9.6  ,N/A  ,2.82m,N/A,N/A,N/A,N/A,N/A,03rd Dec 02  ,N/A
1342,Tomb Raider: Legend    ,All,Eidos Interactive  ,Crystal Dynamics  ,N/A  ,N/A  ,N/A  ,2.82m,N/A,N/A,N/A,N/A,N/A,11th Apr 06  ,26th Oct 20
1343,Gran Turismo (PSP)    ,PSN,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,7.8  ,N/A  ,N/A,2.82m,0.43m,0.91m,0.31m,1.16m,01st Oct 09  ,N/A
1344,Thief    ,Series,Eidos Interactive  ,Looking Glass Studios  ,N/A  ,N/A  ,N/A  ,2.81m,N/A,N/A,N/A,N/A,N/A,01st Dec 98  ,28th Feb 20
1345,Persona 4    ,All,Atlus  ,Atlus  ,N/A  ,N/A  ,N/A  ,2.81m,N/A,N/A,N/A,N/A,N/A,09th Dec 08  ,06th Dec 20
1346,Need for Speed: Hot Pursuit    ,PS3,Electronic Arts  ,Criterion Games  ,8.3  ,8.9  ,N/A  ,N/A,2.81m,1.05m,1.24m,0.03m,0.49m,16th Nov 10  ,N/A
1347,Imagine: Fashion Designer     ,DS,Ubisoft  ,Virtual Toys / Lexis Numerique  ,N/A  ,3.0  ,N/A  ,N/A,2.81m,1.32m,1.19m,N/A,0.30m,23rd Oct 07  ,17th Sep 18
1348,Killzone 3    ,PS3,Sony Computer Entertainment  ,Guerrilla Games  ,8.9  ,8.2  ,N/A  ,N/A,2.81m,1.46m,0.87m,0.09m,0.38m,22nd Feb 11  ,N/A
1349,Hitman: Absolution    ,PC,Square Enix  ,IO Interactive  ,N/A  ,9.0  ,N/A  ,2.81m,N/A,N/A,N/A,N/A,N/A,20th Nov 12  ,N/A
1350,2006 FIFA World Cup    ,All,EA Sports  ,EA Canada  ,N/A  ,N/A  ,N/A  ,2.80m,N/A,N/A,N/A,N/A,N/A,24th Apr 06  ,01st Oct 22
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1601,Grand Theft Auto    ,PS,Take-Two Interactive  ,DMA Design  ,N/A  ,6.0  ,N/A  ,N/A,2.32m,0.79m,1.35m,0.04m,0.14m,30th Jun 98  ,N/A
1602,James Bond 007: Everything or Nothing    ,PS2,Electronic Arts  ,EA Redwood Shores  ,N/A  ,N/A  ,N/A  ,N/A,2.31m,0.85m,1.06m,0.09m,0.32m,17th Feb 04  ,N/A
1603,Mafia II    ,PC,2K Games  ,Illusion Softworks  ,N/A  ,7.6  ,N/A  ,2.31m,N/A,N/A,N/A,N/A,N/A,24th Aug 10  ,N/A
1604,Need for Speed: High Stakes    ,PS,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,2.31m,1.58m,0.64m,N/A,0.09m,01st Mar 99  ,N/A
1605,Mario Paint    ,SNES,Nintendo  ,Intelligent Systems  ,N/A  ,N/A  ,N/A  ,2.31m,N/A,N/A,N/A,N/A,N/A,05th May 92  ,N/A
1606,The Sims 3    ,X360,Electronic Arts  ,The Sims Studio  ,N/A  ,8.0  ,N/A  ,N/A,2.31m,1.28m,0.82m,0.00m,0.20m,26th Oct 10  ,N/A
1607,Cool Boarders 3    ,PS,989 Studios  ,Idol Minds Digital Entertainment  ,N/A  ,N/A  ,N/A  ,N/A,2.31m,1.65m,0.46m,0.10m,0.10m,28th Oct 98  ,N/A
1608,LEGO Star Wars: The Complete Saga    ,PS3,LucasArts  ,Traveller's Tales  ,N/A  ,8.0  ,N/A  ,N/A,2.31m,1.02m,0.93m,N/A,0.36m,06th Nov 07  ,N/A
1609,"Papers, Please    ",PC,3909 LLC  ,3909 LLC  ,N/A  ,8.4  ,N/A  ,2.31m,N/A,N/A,N/A,N/A,N/A,13th Aug 13  ,20th Jan 18
1610,Chrono Trigger    ,SNES,Square  ,SquareSoft  ,N/A  ,8.8  ,N/A  ,2.30m,N/A,N/A,N/A,N/A,N/A,27th Sep 95  ,N/A
1611,Daxter    ,PSP,Sony Computer Entertainment  ,Ready at Dawn  ,N/A  ,8.6  ,N/A  ,2.30m,N/A,N/A,N/A,N/A,N/A,14th Mar 06  ,N/A
1612,Devil May Cry 3    ,All,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,2.30m,N/A,N/A,N/A,N/A,N/A,01st Mar 05  ,10th Oct 20
1613,Final Fantasy III    ,DS,Square Enix  ,Matrix Software  ,N/A  ,7.4  ,N/A  ,2.30m,N/A,N/A,N/A,N/A,N/A,14th Nov 06  ,N/A
1614,Resident Evil 4    ,PS2,Capcom  ,Capcom Production Studio 4  ,N/A  ,9.6  ,9.3  ,2.30m,N/A,N/A,N/A,N/A,N/A,25th Oct 05  ,N/A
1615,Tabletop Simulator    ,PC,Berserk Games  ,Berserk Games  ,N/A  ,N/A  ,N/A  ,2.30m,N/A,N/A,N/A,N/A,N/A,05th Jun 15  ,18th Feb 18
1616,LEGO Harry Potter: Years 1-4    ,DS,Warner Bros. Interactive  ,Traveller's Tales  ,N/A  ,8.0  ,N/A  ,N/A,2.29m,1.07m,1.00m,N/A,0.22m,29th Jun 10  ,01st Dec 18
1617,Dead Island    ,PS3,Deep Silver  ,Techland  ,N/A  ,6.7  ,N/A  ,N/A,2.29m,1.08m,0.74m,0.15m,0.32m,06th Sep 11  ,N/A
1618,Tomb Raider II    ,PC,Eidos Interactive  ,Core Design Ltd.  ,N/A  ,8.2  ,N/A  ,N/A,2.29m,0.91m,1.25m,N/A,0.13m,31st Oct 97  ,N/A
1619,The Escapists    ,Series,Team17  ,Mouldy Toof Studios  ,N/A  ,N/A  ,N/A  ,2.29m,N/A,N/A,N/A,N/A,N/A,13th Feb 15  ,18th Feb 21
1620,Need for Speed Underground 2    ,XB,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,N/A,2.28m,1.38m,0.80m,N/A,0.10m,15th Nov 04  ,N/A
1621,Pro Evolution Soccer 2010    ,PS3,Konami  ,Konami  ,N/A  ,7.0  ,N/A  ,N/A,2.28m,0.30m,1.27m,0.46m,0.26m,03rd Nov 09  ,N/A
1622,Mario Bros.    ,NES,Nintendo  ,Nintendo R&D1  ,N/A  ,N/A  ,N/A  ,2.28m,N/A,N/A,N/A,N/A,N/A,01st Jun 86  ,N/A
1623,Darksiders: Warmastered Edition    ,PC,THQ Nordic  ,Kaiko  ,N/A  ,N/A  ,N/A  ,2.28m,N/A,N/A,N/A,N/A,N/A,29th Nov 16  ,31st Mar 18
1624,FIFA Soccer 09    ,PS2,Electronic Arts  ,EA Canada  ,N/A  ,N/A  ,N/A  ,N/A,2.28m,0.38m,0.07m,0.01m,1.82m,14th Oct 08  ,N/A
1625,Star Wars Battlefront II (US sales)    ,PS2,LucasArts  ,Pandemic Studios  ,N/A  ,N/A  ,N/A  ,N/A,2.27m,2.18m,0.07m,N/A,0.02m,01st Nov 05  ,N/A
1626,Golf With Your Friends    ,PC,Team 17  ,Blacklight Interactive  ,N/A  ,N/A  ,N/A  ,2.27m,N/A,N/A,N/A,N/A,N/A,29th Jan 16  ,02nd Feb 19
1627,Animal Crossing    ,GC,Nintendo  ,Nintendo EAD  ,N/A  ,8.3  ,N/A  ,2.27m,N/A,N/A,N/A,N/A,N/A,15th Sep 02  ,N/A
1628,Classic NES Series: Super Mario Bros.    ,GBA,Nintendo  ,Nintendo EAD  ,N/A  ,8.3  ,N/A  ,2.27m,N/A,N/A,N/A,N/A,N/A,02nd Jun 04  ,N/A
1629,Kirby Squeak Squad    ,DS,Nintendo  ,"HAL Laboratory, Flagship  ",N/A  ,7.3  ,N/A  ,2.27m,N/A,N/A,N/A,N/A,N/A,06th Dec 06  ,N/A
1630,Mario Party 10    ,WiiU,Nintendo  ,"Nd Cube Co., Ltd.  ",N/A  ,6.3  ,N/A  ,2.27m,N/A,N/A,N/A,N/A,N/A,20th Mar 15  ,24th Jan 18
1631,Madden NFL 12    ,PS3,EA Sports  ,EA Tiburon  ,7.9  ,7.8  ,N/A  ,N/A,2.27m,1.93m,0.15m,N/A,0.18m,30th Aug 11  ,N/A
1632,Borderlands 2    ,PS3,2K Games  ,Gearbox Software  ,8.6  ,N/A  ,N/A  ,N/A,2.27m,1.06m,0.75m,0.10m,0.36m,18th Sep 12  ,N/A
1633,Project CARS    ,Series,Bandai Namco Entertainment  ,Slightly Mad Studios  ,N/A  ,N/A  ,N/A  ,2.26m,N/A,N/A,N/A,N/A,N/A,06th May 15  ,17th Mar 20
1634,No Man's Sky    ,PS4,Hello Games  ,Hello Games  ,N/A  ,6.8  ,N/A  ,N/A,2.26m,0.89m,0.97m,0.04m,0.37m,09th Aug 16  ,04th Apr 18
1635,Cool Boarders 2    ,PS,Sony Computer Entertainment  ,UEP Systems  ,N/A  ,N/A  ,N/A  ,N/A,2.25m,1.52m,0.46m,0.20m,0.08m,31st Oct 97  ,N/A
1636,Battlefield 2    ,PC,Electronic Arts  ,Digital Illusions CE  ,N/A  ,9.0  ,N/A  ,2.25m,N/A,N/A,N/A,N/A,N/A,21st Jun 05  ,N/A
1637,Dynasty Warriors 4    ,PS2,KOEI  ,Omega Force  ,N/A  ,N/A  ,N/A  ,2.25m,N/A,N/A,N/A,N/A,N/A,25th Mar 03  ,N/A
1638,Guitar Hero III: Legends of Rock    ,PS3,RedOctane  ,Neversoft  ,N/A  ,8.2  ,8.0  ,N/A,2.25m,1.40m,0.53m,0.02m,0.30m,28th Oct 07  ,N/A
1639,Just Dance Kids    ,Wii,Ubisoft  ,Ubisoft Paris  ,N/A  ,N/A  ,N/A  ,N/A,2.25m,1.52m,0.54m,N/A,0.19m,09th Nov 10  ,N/A
1640,Madden NFL 15    ,PS4,EA Sports  ,EA Tiburon  ,N/A  ,N/A  ,N/A  ,N/A,2.25m,1.58m,0.25m,N/A,0.41m,26th Aug 14  ,04th Jan 18
1641,Call of Duty 3    ,Wii,Activision  ,EXAKT Entertainment  ,N/A  ,6.8  ,7.3  ,N/A,2.24m,1.17m,0.84m,N/A,0.23m,14th Nov 06  ,N/A
1642,Batman: Arkham Asylum    ,PC,Eidos Interactive  ,Rocksteady Studios  ,N/A  ,9.3  ,N/A  ,2.24m,N/A,N/A,N/A,N/A,N/A,15th Sep 09  ,N/A
1643,Sonic Advance    ,GBA,Sega  ,Dimps Corporation / Sonic Team  ,N/A  ,N/A  ,N/A  ,N/A,2.24m,1.19m,0.71m,0.22m,0.13m,04th Feb 02  ,N/A
1644,Super Mario All-Stars: Limited Edition    ,Wii,Nintendo  ,Nintendo EAD  ,5.5  ,7.2  ,N/A  ,2.24m,N/A,N/A,N/A,N/A,N/A,12th Dec 10  ,N/A
1645,Spyro: Season of Ice    ,GBA,Vivendi Games  ,Digital Eclipse  ,N/A  ,N/A  ,N/A  ,N/A,2.23m,1.29m,0.83m,N/A,0.11m,29th Oct 01  ,N/A
1646,Air Combat    ,PS,Namco  ,Namco  ,N/A  ,7.0  ,N/A  ,2.23m,N/A,N/A,N/A,N/A,N/A,29th Jun 95  ,N/A
1647,Pikmin 3 Deluxe    ,NS,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,2.23m,N/A,N/A,N/A,N/A,N/A,30th Oct 20  ,05th Aug 20
1648,Teenage Mutant Ninja Turtles II: The Arcade Game    ,NES,Ultra Games  ,Konami  ,N/A  ,N/A  ,N/A  ,N/A,2.23m,1.74m,0.25m,0.21m,0.03m,01st Dec 90  ,N/A
1649,Dance Dance Revolution X2    ,PS2,Konami  ,Konami Computer Entertainment Tokyo  ,N/A  ,N/A  ,N/A  ,N/A,2.23m,1.09m,0.85m,N/A,0.28m,27th Oct 09  ,N/A
1650,Battlefield V    ,PS4,Electronic Arts  ,EA DICE  ,9.0  ,N/A  ,N/A  ,N/A,2.22m,0.80m,0.93m,0.16m,0.34m,20th Nov 18  ,19th Dec 18
Position,Game Name,Console,Publisher,Developer,VGChartz Score,Critic Score,User Score,Total Shipped,Total Sales,NA Sales,PAL Sales,Japan Sales,Other Sales,Release Date,Last Update
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
1,Tetris    ,Series,Nintendo  ,Alexey Pajitnov  ,N/A  ,N/A  ,N/A  ,496.40m,N/A,N/A,N/A,N/A,N/A,31st Jul 89  ,27th Feb 20
2,Pokemon    ,Series,Nintendo  ,Game Freak  ,N/A  ,N/A  ,N/A  ,452.94m,N/A,N/A,N/A,N/A,N/A,28th Sep 98  ,03rd Feb 20
3,Call of Duty    ,Series,Activision  ,Infinity Ward  ,N/A  ,N/A  ,N/A  ,400.00m,N/A,N/A,N/A,N/A,N/A,29th Oct 03  ,03rd Feb 20
4,Super Mario    ,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,394.96m,N/A,N/A,N/A,N/A,N/A,20th Jul 83  ,20th Feb 20
5,Grand Theft Auto    ,Series,Rockstar Games  ,Rockstar North  ,N/A  ,N/A  ,N/A  ,385.00m,N/A,N/A,N/A,N/A,N/A,27th Mar 98  ,03rd Feb 20
6,FIFA    ,Series,EA Sports  ,Extended Play Productions (1991-1997)  ,N/A  ,N/A  ,N/A  ,325.00m,N/A,N/A,N/A,N/A,N/A,15th Dec 93  ,03rd Feb 20
7,Minecraft    ,Series,Mojang  ,Mojang  ,N/A  ,N/A  ,N/A  ,238.00m,N/A,N/A,N/A,N/A,N/A,18th Nov 11  ,08th Feb 20
8,Minecraft    ,All,Mojang  ,Mojang AB  ,N/A  ,N/A  ,N/A  ,238.00m,N/A,N/A,N/A,N/A,N/A,18th Nov 11  ,08th Oct 20
9,Lego    ,Series,Mindscape  ,TT Fusion  ,N/A  ,N/A  ,N/A  ,203.22m,N/A,N/A,N/A,N/A,N/A,26th Sep 97  ,01st Mar 20
10,Assassin's Creed    ,Series,Ubisoft  ,Ubisoft  ,N/A  ,N/A  ,N/A  ,200.00m,N/A,N/A,N/A,N/A,N/A,13th Nov 07  ,11th Feb 20
11,The Sims    ,Series,Electronic Arts  ,Maxis  ,N/A  ,N/A  ,N/A  ,200.00m,N/A,N/A,N/A,N/A,N/A,04th Feb 00  ,18th Feb 20
12,Final Fantasy    ,Series,Square  ,Square  ,N/A  ,N/A  ,N/A  ,173.00m,N/A,N/A,N/A,N/A,N/A,18th Dec 87  ,28th Feb 20
13,Grand Theft Auto V    ,All,Rockstar Games  ,Rockstar North  ,N/A  ,N/A  ,N/A  ,170.00m,N/A,N/A,N/A,N/A,N/A,17th Sep 13  ,08th Oct 20
14,Mario Kart    ,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,169.82m,N/A,N/A,N/A,N/A,N/A,01st Sep 92  ,20th Feb 20
15,Need for Speed    ,Series,Electronic Arts  ,EA Black Box  ,N/A  ,N/A  ,N/A  ,150.00m,N/A,N/A,N/A,N/A,N/A,31st Aug 94  ,24th Feb 20
16,Tomb Raider    ,Series,Eidos Interactive  ,Core Design  ,N/A  ,N/A  ,N/A  ,141.00m,N/A,N/A,N/A,N/A,N/A,14th Nov 96  ,27th Feb 20
17,Resident Evil    ,Series,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,131.00m,N/A,N/A,N/A,N/A,N/A,30th Mar 96  ,03rd Feb 20
18,Madden NFL    ,Series,Electronic Arts  ,Park Place Productions  ,N/A  ,N/A  ,N/A  ,130.00m,N/A,N/A,N/A,N/A,N/A,01st Jun 88  ,25th Feb 20
19,NBA 2K    ,Series,Sega  ,Visual Concepts  ,N/A  ,N/A  ,N/A  ,130.00m,N/A,N/A,N/A,N/A,N/A,10th Nov 99  ,16th Feb 20
20,The Legend of Zelda    ,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,124.10m,N/A,N/A,N/A,N/A,N/A,14th Jul 87  ,03rd Feb 20
21,Wii Sports    ,Series,Nintendo  ,Nintendo  ,N/A  ,N/A  ,N/A  ,122.19m,N/A,N/A,N/A,N/A,N/A,19th Nov 06  ,20th Feb 20
22,Pro Evolution Soccer/eFootball    ,Series,Konami  ,Konami  ,N/A  ,N/A  ,N/A  ,112.50m,N/A,N/A,N/A,N/A,N/A,22nd Dec 95  ,07th Feb 22
23,Sonic the Hedgehog    ,Series,Sega  ,Sonic Team  ,N/A  ,N/A  ,N/A  ,91.97m,N/A,N/A,N/A,N/A,N/A,23rd Jun 91  ,07th Feb 20
24,Monster Hunter    ,Series,Capcom  ,Capcom  ,N/A  ,N/A  ,N/A  ,88.00m,N/A,N/A,N/A,N/A,N/A,21st Sep 04  ,03rd Feb 20
25,Dragon Quest    ,Series,Square  ,ArtePiazza  ,N/A  ,N/A  ,N/A  ,85.00m,N/A,N/A,N/A,N/A,N/A,27th May 86  ,27th Feb 20
26,Wii Sports    ,Wii,Nintendo  ,Nintendo EAD  ,N/A  ,7.7  ,N/A  ,82.90m,N/A,N/A,N/A,N/A,N/A,19th Nov 06  ,N/A
27,Halo    ,Series,Microsoft Game Studios  ,Bungie  ,N/A  ,N/A  ,N/A  ,81.00m,N/A,N/A,N/A,N/A,N/A,15th Nov 01  ,03rd Feb 20
28,Gran Turismo    ,Series,Sony Computer Entertainment  ,Polyphony Digital  ,N/A  ,N/A  ,N/A  ,80.40m,N/A,N/A,N/A,N/A,N/A,12th May 98  ,05th Feb 20
29,Battlefield    ,Series,Electronic Arts  ,EA DICE  ,N/A  ,N/A  ,N/A  ,78.90m,N/A,N/A,N/A,N/A,N/A,10th Sep 02  ,23rd Feb 20
